  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   4.733333         NaN         NaN         NaN           NaN             NaN
   4.733667         NaN         NaN         NaN           NaN             NaN
   4.734000         NaN         NaN         NaN           NaN             NaN
   4.734333         NaN         NaN         NaN           NaN             NaN
   4.734667         NaN         NaN         NaN           NaN             NaN
   4.735000         NaN         NaN         NaN           NaN             NaN
   4.735333         NaN         NaN         NaN           NaN             NaN
   4.735667         NaN         NaN         NaN           NaN             NaN
   4.736000         NaN         NaN         NaN           NaN             NaN
   4.736333         NaN         NaN         NaN           NaN             NaN
   4.736667         NaN         NaN         NaN           NaN             NaN
   4.737000         NaN         NaN         NaN           NaN             NaN
   4.737333         NaN         NaN         NaN           NaN             NaN
   4.737667         NaN         NaN         NaN           NaN             NaN
   4.738000         NaN         NaN         NaN           NaN             NaN
   4.738333         NaN         NaN         NaN           NaN             NaN
   4.738667         NaN         NaN         NaN           NaN             NaN
   4.739000         NaN         NaN         NaN           NaN             NaN
   4.739333         NaN         NaN         NaN           NaN             NaN
   4.739667         NaN         NaN         NaN           NaN             NaN
   4.740000         NaN         NaN         NaN           NaN             NaN
   4.740333         NaN         NaN         NaN           NaN             NaN
   4.740667         NaN         NaN         NaN           NaN             NaN
   4.741000         NaN         NaN         NaN           NaN             NaN
   4.741333         NaN         NaN         NaN           NaN             NaN
   4.741667         NaN         NaN         NaN           NaN             NaN
   4.742000         NaN         NaN         NaN           NaN             NaN
   4.742333         NaN         NaN         NaN           NaN             NaN
   4.742667         NaN         NaN         NaN           NaN             NaN
   4.743000         NaN         NaN         NaN           NaN             NaN
   4.743333         NaN         NaN         NaN           NaN             NaN
   4.743667         NaN         NaN         NaN           NaN             NaN
   4.744000         NaN         NaN         NaN           NaN             NaN
   4.744333         NaN         NaN         NaN           NaN             NaN
   4.744667         NaN         NaN         NaN           NaN             NaN
   4.745000         NaN         NaN         NaN           NaN             NaN
   4.745333         NaN         NaN         NaN           NaN             NaN
   4.745667         NaN         NaN         NaN           NaN             NaN
   4.746000         NaN         NaN         NaN           NaN             NaN
   4.746333         NaN         NaN         NaN           NaN             NaN
   4.746667         NaN         NaN         NaN           NaN             NaN
   4.747000         NaN         NaN         NaN           NaN             NaN
   4.747333         NaN         NaN         NaN           NaN             NaN
   4.747667         NaN         NaN         NaN           NaN             NaN
   4.748000         NaN         NaN         NaN           NaN             NaN
   4.748333         NaN         NaN         NaN           NaN             NaN
   4.748667         NaN         NaN         NaN           NaN             NaN
   4.749000         NaN         NaN         NaN           NaN             NaN
   4.749333         NaN         NaN         NaN           NaN             NaN
   4.749667         NaN         NaN         NaN           NaN             NaN
   4.750000         NaN         NaN         NaN           NaN             NaN
   4.750333         NaN         NaN         NaN           NaN             NaN
   4.750667         NaN         NaN         NaN           NaN             NaN
   4.751000         NaN         NaN         NaN           NaN             NaN
   4.751333         NaN         NaN         NaN           NaN             NaN
   4.751667         NaN         NaN         NaN           NaN             NaN
   4.752000         NaN         NaN         NaN           NaN             NaN
   4.752333         NaN         NaN         NaN           NaN             NaN
   4.752667         NaN         NaN         NaN           NaN             NaN
   4.753000         NaN         NaN         NaN           NaN             NaN
   4.753333         NaN         NaN         NaN           NaN             NaN
   4.753667         NaN         NaN         NaN           NaN             NaN
   4.754000         NaN         NaN         NaN           NaN             NaN
   4.754333         NaN         NaN         NaN           NaN             NaN
   4.754667         NaN         NaN         NaN           NaN             NaN
   4.755000         NaN         NaN         NaN           NaN             NaN
   4.755333         NaN         NaN         NaN           NaN             NaN
   4.755667         NaN         NaN         NaN           NaN             NaN
   4.756000         NaN         NaN         NaN           NaN             NaN
   4.756333         NaN         NaN         NaN           NaN             NaN
   4.756667         NaN         NaN         NaN           NaN             NaN
   4.757000         NaN         NaN         NaN           NaN             NaN
   4.757333         NaN         NaN         NaN           NaN             NaN
   4.757667         NaN         NaN         NaN           NaN             NaN
   4.758000         NaN         NaN         NaN           NaN             NaN
   4.758333         NaN         NaN         NaN           NaN             NaN
   4.758667         NaN         NaN         NaN           NaN             NaN
   4.759000         NaN         NaN         NaN           NaN             NaN
   4.759333         NaN         NaN         NaN           NaN             NaN
   4.759667         NaN         NaN         NaN           NaN             NaN
   4.760000         NaN         NaN         NaN           NaN             NaN
   4.760333         NaN         NaN         NaN           NaN             NaN
   4.760667         NaN         NaN         NaN           NaN             NaN
   4.761000         NaN         NaN         NaN           NaN             NaN
   4.761333         NaN         NaN         NaN           NaN             NaN
   4.761667         NaN         NaN         NaN           NaN             NaN
   4.762000         NaN         NaN         NaN           NaN             NaN
   4.762333         NaN         NaN         NaN           NaN             NaN
   4.762667         NaN         NaN         NaN           NaN             NaN
   4.763000         NaN         NaN         NaN           NaN             NaN
   4.763333         NaN         NaN         NaN           NaN             NaN
   4.763667         NaN         NaN         NaN           NaN             NaN
   4.764000         NaN         NaN         NaN           NaN             NaN
   4.764333         NaN         NaN         NaN           NaN             NaN
   4.764667         NaN         NaN         NaN           NaN             NaN
   4.765000         NaN         NaN         NaN           NaN             NaN
   4.765333         NaN         NaN         NaN           NaN             NaN
   4.765667         NaN         NaN         NaN           NaN             NaN
   4.766000         NaN         NaN         NaN           NaN             NaN
   4.766333         NaN         NaN         NaN           NaN             NaN
   4.766667         NaN         NaN         NaN           NaN             NaN
   4.767000         NaN         NaN         NaN           NaN             NaN
   4.767333         NaN         NaN         NaN           NaN             NaN
   4.767667         NaN         NaN         NaN           NaN             NaN
   4.768000         NaN         NaN         NaN           NaN             NaN
   4.768333         NaN         NaN         NaN           NaN             NaN
   4.768667         NaN         NaN         NaN           NaN             NaN
   4.769000         NaN         NaN         NaN           NaN             NaN
   4.769333         NaN         NaN         NaN           NaN             NaN
   4.769667         NaN         NaN         NaN           NaN             NaN
   4.770000         NaN         NaN         NaN           NaN             NaN
   4.770333         NaN         NaN         NaN           NaN             NaN
   4.770667         NaN         NaN         NaN           NaN             NaN
   4.771000         NaN         NaN         NaN           NaN             NaN
   4.771333         NaN         NaN         NaN           NaN             NaN
   4.771667         NaN         NaN         NaN           NaN             NaN
   4.772000         NaN         NaN         NaN           NaN             NaN
   4.772333         NaN         NaN         NaN           NaN             NaN
   4.772667         NaN         NaN         NaN           NaN             NaN
   4.773000         NaN         NaN         NaN           NaN             NaN
   4.773333         NaN         NaN         NaN           NaN             NaN
   4.773667         NaN         NaN         NaN           NaN             NaN
   4.774000         NaN         NaN         NaN           NaN             NaN
   4.774333         NaN         NaN         NaN           NaN             NaN
   4.774667         NaN         NaN         NaN           NaN             NaN
   4.775000         NaN         NaN         NaN           NaN             NaN
   4.775333         NaN         NaN         NaN           NaN             NaN
   4.775667         NaN         NaN         NaN           NaN             NaN
   4.776000         NaN         NaN         NaN           NaN             NaN
   4.776333         NaN         NaN         NaN           NaN             NaN
   4.776667         NaN         NaN         NaN           NaN             NaN
   4.777000         NaN         NaN         NaN           NaN             NaN
   4.777333         NaN         NaN         NaN           NaN             NaN
   4.777667         NaN         NaN         NaN           NaN             NaN
   4.778000         NaN         NaN         NaN           NaN             NaN
   4.778333         NaN         NaN         NaN           NaN             NaN
   4.778667         NaN         NaN         NaN           NaN             NaN
   4.779000         NaN         NaN         NaN           NaN             NaN
   4.779333         NaN         NaN         NaN           NaN             NaN
   4.779667         NaN         NaN         NaN           NaN             NaN
   4.780000         NaN         NaN         NaN           NaN             NaN
   4.780333         NaN         NaN         NaN           NaN             NaN
   4.780667         NaN         NaN         NaN           NaN             NaN
   4.781000         NaN         NaN         NaN           NaN             NaN
   4.781333         NaN         NaN         NaN           NaN             NaN
   4.781667         NaN         NaN         NaN           NaN             NaN
   4.782000         NaN         NaN         NaN           NaN             NaN
   4.782333         NaN         NaN         NaN           NaN             NaN
   4.782667         NaN         NaN         NaN           NaN             NaN
   4.783000         NaN         NaN         NaN           NaN             NaN
   4.783333         NaN         NaN         NaN           NaN             NaN
   4.783667         NaN         NaN         NaN           NaN             NaN
   4.784000         NaN         NaN         NaN           NaN             NaN
   4.784333         NaN         NaN         NaN           NaN             NaN
   4.784667         NaN         NaN         NaN           NaN             NaN
   4.785000         NaN         NaN         NaN           NaN             NaN
   4.785333         NaN         NaN         NaN           NaN             NaN
   4.785667         NaN         NaN         NaN           NaN             NaN
   4.786000         NaN         NaN         NaN           NaN             NaN
   4.786333         NaN         NaN         NaN           NaN             NaN
   4.786667         NaN         NaN         NaN           NaN             NaN
   4.787000         NaN         NaN         NaN           NaN             NaN
   4.787333         NaN         NaN         NaN           NaN             NaN
   4.787667         NaN         NaN         NaN           NaN             NaN
   4.788000         NaN         NaN         NaN           NaN             NaN
   4.788333         NaN         NaN         NaN           NaN             NaN
   4.788667         NaN         NaN         NaN           NaN             NaN
   4.789000         NaN         NaN         NaN           NaN             NaN
   4.789333         NaN         NaN         NaN           NaN             NaN
   4.789667         NaN         NaN         NaN           NaN             NaN
   4.790000         NaN         NaN         NaN           NaN             NaN
   4.790333         NaN         NaN         NaN           NaN             NaN
   4.790667         NaN         NaN         NaN           NaN             NaN
   4.791000         NaN         NaN         NaN           NaN             NaN
   4.791333         NaN         NaN         NaN           NaN             NaN
   4.791667         NaN         NaN         NaN           NaN             NaN
   4.792000         NaN         NaN         NaN           NaN             NaN
   4.792333         NaN         NaN         NaN           NaN             NaN
   4.792667         NaN         NaN         NaN           NaN             NaN
   4.793000         NaN         NaN         NaN           NaN             NaN
   4.793333         NaN         NaN         NaN           NaN             NaN
   4.793667         NaN         NaN         NaN           NaN             NaN
   4.794000         NaN         NaN         NaN           NaN             NaN
   4.794333         NaN         NaN         NaN           NaN             NaN
   4.794667         NaN         NaN         NaN           NaN             NaN
   4.795000         NaN         NaN         NaN           NaN             NaN
   4.795333         NaN         NaN         NaN           NaN             NaN
   4.795667         NaN         NaN         NaN           NaN             NaN
   4.796000         NaN         NaN         NaN           NaN             NaN
   4.796333         NaN         NaN         NaN           NaN             NaN
   4.796667         NaN         NaN         NaN           NaN             NaN
   4.797000         NaN         NaN         NaN           NaN             NaN
   4.797333         NaN         NaN         NaN           NaN             NaN
   4.797667         NaN         NaN         NaN           NaN             NaN
   4.798000         NaN         NaN         NaN           NaN             NaN
   4.798333         NaN         NaN         NaN           NaN             NaN
   4.798667         NaN         NaN         NaN           NaN             NaN
   4.799000         NaN         NaN         NaN           NaN             NaN
   4.799333         NaN         NaN         NaN           NaN             NaN
   4.799667         NaN         NaN         NaN           NaN             NaN
   4.800000         NaN         NaN         NaN           NaN             NaN
   4.800333         NaN         NaN         NaN           NaN             NaN
   4.800667         NaN         NaN         NaN           NaN             NaN
   4.801000         NaN         NaN         NaN           NaN             NaN
   4.801333         NaN         NaN         NaN           NaN             NaN
   4.801667         NaN         NaN         NaN           NaN             NaN
   4.802000         NaN         NaN         NaN           NaN             NaN
   4.802333         NaN         NaN         NaN           NaN             NaN
   4.802667         NaN         NaN         NaN           NaN             NaN
   4.803000         NaN         NaN         NaN           NaN             NaN
   4.803333         NaN         NaN         NaN           NaN             NaN
   4.803667         NaN         NaN         NaN           NaN             NaN
   4.804000         NaN         NaN         NaN           NaN             NaN
   4.804333         NaN         NaN         NaN           NaN             NaN
   4.804667         NaN         NaN         NaN           NaN             NaN
   4.805000         NaN         NaN         NaN           NaN             NaN
   4.805333         NaN         NaN         NaN           NaN             NaN
   4.805667         NaN         NaN         NaN           NaN             NaN
   4.806000         NaN         NaN         NaN           NaN             NaN
   4.806333         NaN         NaN         NaN           NaN             NaN
   4.806667         NaN         NaN         NaN           NaN             NaN
   4.807000         NaN         NaN         NaN           NaN             NaN
   4.807333         NaN         NaN         NaN           NaN             NaN
   4.807667         NaN         NaN         NaN           NaN             NaN
   4.808000         NaN         NaN         NaN           NaN             NaN
   4.808333         NaN         NaN         NaN           NaN             NaN
   4.808667         NaN         NaN         NaN           NaN             NaN
   4.809000         NaN         NaN         NaN           NaN             NaN
   4.809333         NaN         NaN         NaN           NaN             NaN
   4.809667         NaN         NaN         NaN           NaN             NaN
   4.810000         NaN         NaN         NaN           NaN             NaN
   4.810333         NaN         NaN         NaN           NaN             NaN
   4.810667         NaN         NaN         NaN           NaN             NaN
   4.811000         NaN         NaN         NaN           NaN             NaN
   4.811333         NaN         NaN         NaN           NaN             NaN
   4.811667         NaN         NaN         NaN           NaN             NaN
   4.812000         NaN         NaN         NaN           NaN             NaN
   4.812333         NaN         NaN         NaN           NaN             NaN
   4.812667         NaN         NaN         NaN           NaN             NaN
   4.813000         NaN         NaN         NaN           NaN             NaN
   4.813333         NaN         NaN         NaN           NaN             NaN
   4.813667         NaN         NaN         NaN           NaN             NaN
   4.814000         NaN         NaN         NaN           NaN             NaN
   4.814333         NaN         NaN         NaN           NaN             NaN
   4.814667         NaN         NaN         NaN           NaN             NaN
   4.815000         NaN         NaN         NaN           NaN             NaN
   4.815333         NaN         NaN         NaN           NaN             NaN
   4.815667         NaN         NaN         NaN           NaN             NaN
   4.816000         NaN         NaN         NaN           NaN             NaN
   4.816333         NaN         NaN         NaN           NaN             NaN
   4.816667         NaN         NaN         NaN           NaN             NaN
   4.817000         NaN         NaN         NaN           NaN             NaN
   4.817333         NaN         NaN         NaN           NaN             NaN
   4.817667         NaN         NaN         NaN           NaN             NaN
   4.818000         NaN         NaN         NaN           NaN             NaN
   4.818333         NaN         NaN         NaN           NaN             NaN
   4.818667         NaN         NaN         NaN           NaN             NaN
   4.819000         NaN         NaN         NaN           NaN             NaN
   4.819333         NaN         NaN         NaN           NaN             NaN
   4.819667         NaN         NaN         NaN           NaN             NaN
   4.820000         NaN         NaN         NaN           NaN             NaN
   4.820333         NaN         NaN         NaN           NaN             NaN
   4.820667         NaN         NaN         NaN           NaN             NaN
   4.821000         NaN         NaN         NaN           NaN             NaN
   4.821333         NaN         NaN         NaN           NaN             NaN
   4.821667         NaN         NaN         NaN           NaN             NaN
   4.822000         NaN         NaN         NaN           NaN             NaN
   4.822333         NaN         NaN         NaN           NaN             NaN
   4.822667         NaN         NaN         NaN           NaN             NaN
   4.823000         NaN         NaN         NaN           NaN             NaN
   4.823333         NaN         NaN         NaN           NaN             NaN
   4.823667         NaN         NaN         NaN           NaN             NaN
   4.824000         NaN         NaN         NaN           NaN             NaN
   4.824333         NaN         NaN         NaN           NaN             NaN
   4.824667         NaN         NaN         NaN           NaN             NaN
   4.825000         NaN         NaN         NaN           NaN             NaN
   4.825333         NaN         NaN         NaN           NaN             NaN
   4.825667         NaN         NaN         NaN           NaN             NaN
   4.826000         NaN         NaN         NaN           NaN             NaN
   4.826333         NaN         NaN         NaN           NaN             NaN
   4.826667         NaN         NaN         NaN           NaN             NaN
   4.827000         NaN         NaN         NaN           NaN             NaN
   4.827333         NaN         NaN         NaN           NaN             NaN
   4.827667         NaN         NaN         NaN           NaN             NaN
   4.828000         NaN         NaN         NaN           NaN             NaN
   4.828333         NaN         NaN         NaN           NaN             NaN
   4.828667         NaN         NaN         NaN           NaN             NaN
   4.829000         NaN         NaN         NaN           NaN             NaN
   4.829333         NaN         NaN         NaN           NaN             NaN
   4.829667         NaN         NaN         NaN           NaN             NaN
   4.830000         NaN         NaN         NaN           NaN             NaN
   4.830333         NaN         NaN         NaN           NaN             NaN
   4.830667         NaN         NaN         NaN           NaN             NaN
   4.831000         NaN         NaN         NaN           NaN             NaN
   4.831333         NaN         NaN         NaN           NaN             NaN
   4.831667         NaN         NaN         NaN           NaN             NaN
   4.832000         NaN         NaN         NaN           NaN             NaN
   4.832333         NaN         NaN         NaN           NaN             NaN
   4.832667         NaN         NaN         NaN           NaN             NaN
   4.833000         NaN         NaN         NaN           NaN             NaN
   4.833333         NaN         NaN         NaN           NaN             NaN
   4.833667         NaN         NaN         NaN           NaN             NaN
   4.834000         NaN         NaN         NaN           NaN             NaN
   4.834333         NaN         NaN         NaN           NaN             NaN
   4.834667         NaN         NaN         NaN           NaN             NaN
   4.835000         NaN         NaN         NaN           NaN             NaN
   4.835333         NaN         NaN         NaN           NaN             NaN
   4.835667         NaN         NaN         NaN           NaN             NaN
   4.836000         NaN         NaN         NaN           NaN             NaN
   4.836333         NaN         NaN         NaN           NaN             NaN
   4.836667         NaN         NaN         NaN           NaN             NaN
   4.837000         NaN         NaN         NaN           NaN             NaN
   4.837333         NaN         NaN         NaN           NaN             NaN
   4.837667         NaN         NaN         NaN           NaN             NaN
   4.838000         NaN         NaN         NaN           NaN             NaN
   4.838333         NaN         NaN         NaN           NaN             NaN
   4.838667         NaN         NaN         NaN           NaN             NaN
   4.839000         NaN         NaN         NaN           NaN             NaN
   4.839333         NaN         NaN         NaN           NaN             NaN
   4.839667         NaN         NaN         NaN           NaN             NaN
   4.840000         NaN         NaN         NaN           NaN             NaN
   4.840333         NaN         NaN         NaN           NaN             NaN
   4.840667         NaN         NaN         NaN           NaN             NaN
   4.841000         NaN         NaN         NaN           NaN             NaN
   4.841333         NaN         NaN         NaN           NaN             NaN
   4.841667         NaN         NaN         NaN           NaN             NaN
   4.842000         NaN         NaN         NaN           NaN             NaN
   4.842333         NaN         NaN         NaN           NaN             NaN
   4.842667         NaN         NaN         NaN           NaN             NaN
   4.843000         NaN         NaN         NaN           NaN             NaN
   4.843333         NaN         NaN         NaN           NaN             NaN
   4.843667         NaN         NaN         NaN           NaN             NaN
   4.844000         NaN         NaN         NaN           NaN             NaN
   4.844333         NaN         NaN         NaN           NaN             NaN
   4.844667         NaN         NaN         NaN           NaN             NaN
   4.845000         NaN         NaN         NaN           NaN             NaN
   4.845333         NaN         NaN         NaN           NaN             NaN
   4.845667         NaN         NaN         NaN           NaN             NaN
   4.846000         NaN         NaN         NaN           NaN             NaN
   4.846333         NaN         NaN         NaN           NaN             NaN
   4.846667         NaN         NaN         NaN           NaN             NaN
   4.847000         NaN         NaN         NaN           NaN             NaN
   4.847333         NaN         NaN         NaN           NaN             NaN
   4.847667         NaN         NaN         NaN           NaN             NaN
   4.848000         NaN         NaN         NaN           NaN             NaN
   4.848333         NaN         NaN         NaN           NaN             NaN
   4.848667         NaN         NaN         NaN           NaN             NaN
   4.849000         NaN         NaN         NaN           NaN             NaN
   4.849333         NaN         NaN         NaN           NaN             NaN
   4.849667         NaN         NaN         NaN           NaN             NaN
   4.850000         NaN         NaN         NaN           NaN             NaN
   4.850333         NaN         NaN         NaN           NaN             NaN
   4.850667         NaN         NaN         NaN           NaN             NaN
   4.851000         NaN         NaN         NaN           NaN             NaN
   4.851333         NaN         NaN         NaN           NaN             NaN
   4.851667         NaN         NaN         NaN           NaN             NaN
   4.852000         NaN         NaN         NaN           NaN             NaN
   4.852333         NaN         NaN         NaN           NaN             NaN
   4.852667         NaN         NaN         NaN           NaN             NaN
   4.853000         NaN         NaN         NaN           NaN             NaN
   4.853333         NaN         NaN         NaN           NaN             NaN
   4.853667         NaN         NaN         NaN           NaN             NaN
   4.854000         NaN         NaN         NaN           NaN             NaN
   4.854333         NaN         NaN         NaN           NaN             NaN
   4.854667         NaN         NaN         NaN           NaN             NaN
   4.855000         NaN         NaN         NaN           NaN             NaN
   4.855333         NaN         NaN         NaN           NaN             NaN
   4.855667         NaN         NaN         NaN           NaN             NaN
   4.856000         NaN         NaN         NaN           NaN             NaN
   4.856333         NaN         NaN         NaN           NaN             NaN
   4.856667         NaN         NaN         NaN           NaN             NaN
   4.857000         NaN         NaN         NaN           NaN             NaN
   4.857333         NaN         NaN         NaN           NaN             NaN
   4.857667         NaN         NaN         NaN           NaN             NaN
   4.858000         NaN         NaN         NaN           NaN             NaN
   4.858333         NaN         NaN         NaN           NaN             NaN
   4.858667         NaN         NaN         NaN           NaN             NaN
   4.859000         NaN         NaN         NaN           NaN             NaN
   4.859333         NaN         NaN         NaN           NaN             NaN
   4.859667         NaN         NaN         NaN           NaN             NaN
   4.860000         NaN         NaN         NaN           NaN             NaN
   4.860333         NaN         NaN         NaN           NaN             NaN
   4.860667         NaN         NaN         NaN           NaN             NaN
   4.861000         NaN         NaN         NaN           NaN             NaN
   4.861333         NaN         NaN         NaN           NaN             NaN
   4.861667         NaN         NaN         NaN           NaN             NaN
   4.862000         NaN         NaN         NaN           NaN             NaN
   4.862333         NaN         NaN         NaN           NaN             NaN
   4.862667         NaN         NaN         NaN           NaN             NaN
   4.863000         NaN         NaN         NaN           NaN             NaN
   4.863333         NaN         NaN         NaN           NaN             NaN
   4.863667         NaN         NaN         NaN           NaN             NaN
   4.864000         NaN         NaN         NaN           NaN             NaN
   4.864333         NaN         NaN         NaN           NaN             NaN
   4.864667         NaN         NaN         NaN           NaN             NaN
   4.865000         NaN         NaN         NaN           NaN             NaN
   4.865333         NaN         NaN         NaN           NaN             NaN
   4.865667         NaN         NaN         NaN           NaN             NaN
   4.866000         NaN         NaN         NaN           NaN             NaN
   4.866333         NaN         NaN         NaN           NaN             NaN
   4.866667         NaN         NaN         NaN           NaN             NaN
   4.867000         NaN         NaN         NaN           NaN             NaN
   4.867333         NaN         NaN         NaN           NaN             NaN
   4.867667         NaN         NaN         NaN           NaN             NaN
   4.868000         NaN         NaN         NaN           NaN             NaN
   4.868333         NaN         NaN         NaN           NaN             NaN
   4.868667         NaN         NaN         NaN           NaN             NaN
   4.869000         NaN         NaN         NaN           NaN             NaN
   4.869333         NaN         NaN         NaN           NaN             NaN
   4.869667         NaN         NaN         NaN           NaN             NaN
   4.870000         NaN         NaN         NaN           NaN             NaN
   4.870333         NaN         NaN         NaN           NaN             NaN
   4.870667         NaN         NaN         NaN           NaN             NaN
   4.871000         NaN         NaN         NaN           NaN             NaN
   4.871333         NaN         NaN         NaN           NaN             NaN
   4.871667         NaN         NaN         NaN           NaN             NaN
   4.872000         NaN         NaN         NaN           NaN             NaN
   4.872333         NaN         NaN         NaN           NaN             NaN
   4.872667         NaN         NaN         NaN           NaN             NaN
   4.873000         NaN         NaN         NaN           NaN             NaN
   4.873333         NaN         NaN         NaN           NaN             NaN
   4.873667         NaN         NaN         NaN           NaN             NaN
   4.874000         NaN         NaN         NaN           NaN             NaN
   4.874333         NaN         NaN         NaN           NaN             NaN
   4.874667         NaN         NaN         NaN           NaN             NaN
   4.875000         NaN         NaN         NaN           NaN             NaN
   4.875333         NaN         NaN         NaN           NaN             NaN
   4.875667         NaN         NaN         NaN           NaN             NaN
   4.876000         NaN         NaN         NaN           NaN             NaN
   4.876333         NaN         NaN         NaN           NaN             NaN
   4.876667         NaN         NaN         NaN           NaN             NaN
   4.877000         NaN         NaN         NaN           NaN             NaN
   4.877333         NaN         NaN         NaN           NaN             NaN
   4.877667         NaN         NaN         NaN           NaN             NaN
   4.878000         NaN         NaN         NaN           NaN             NaN
   4.878333         NaN         NaN         NaN           NaN             NaN
   4.878667         NaN         NaN         NaN           NaN             NaN
   4.879000         NaN         NaN         NaN           NaN             NaN
   4.879333         NaN         NaN         NaN           NaN             NaN
   4.879667         NaN         NaN         NaN           NaN             NaN
   4.880000         NaN         NaN         NaN           NaN             NaN
   4.880333         NaN         NaN         NaN           NaN             NaN
   4.880667         NaN         NaN         NaN           NaN             NaN
   4.881000         NaN         NaN         NaN           NaN             NaN
   4.881333         NaN         NaN         NaN           NaN             NaN
   4.881667         NaN         NaN         NaN           NaN             NaN
   4.882000         NaN         NaN         NaN           NaN             NaN
   4.882333         NaN         NaN         NaN           NaN             NaN
   4.882667         NaN         NaN         NaN           NaN             NaN
   4.883000         NaN         NaN         NaN           NaN             NaN
   4.883333         NaN         NaN         NaN           NaN             NaN
   4.883667         NaN         NaN         NaN           NaN             NaN
   4.884000         NaN         NaN         NaN           NaN             NaN
   4.884333         NaN         NaN         NaN           NaN             NaN
   4.884667         NaN         NaN         NaN           NaN             NaN
   4.885000         NaN         NaN         NaN           NaN             NaN
   4.885333         NaN         NaN         NaN           NaN             NaN
   4.885667         NaN         NaN         NaN           NaN             NaN
   4.886000         NaN         NaN         NaN           NaN             NaN
   4.886333         NaN         NaN         NaN           NaN             NaN
   4.886667         NaN         NaN         NaN           NaN             NaN
   4.887000         NaN         NaN         NaN           NaN             NaN
   4.887333         NaN         NaN         NaN           NaN             NaN
   4.887667         NaN         NaN         NaN           NaN             NaN
   4.888000         NaN         NaN         NaN           NaN             NaN
   4.888333         NaN         NaN         NaN           NaN             NaN
   4.888667         NaN         NaN         NaN           NaN             NaN
   4.889000         NaN         NaN         NaN           NaN             NaN
   4.889333         NaN         NaN         NaN           NaN             NaN
   4.889667         NaN         NaN         NaN           NaN             NaN
   4.890000         NaN         NaN         NaN           NaN             NaN
   4.890333         NaN         NaN         NaN           NaN             NaN
   4.890667         NaN         NaN         NaN           NaN             NaN
   4.891000         NaN         NaN         NaN           NaN             NaN
   4.891333         NaN         NaN         NaN           NaN             NaN
   4.891667         NaN         NaN         NaN           NaN             NaN
   4.892000         NaN         NaN         NaN           NaN             NaN
   4.892333         NaN         NaN         NaN           NaN             NaN
   4.892667         NaN         NaN         NaN           NaN             NaN
   4.893000         NaN         NaN         NaN           NaN             NaN
   4.893333         NaN         NaN         NaN           NaN             NaN
   4.893667         NaN         NaN         NaN           NaN             NaN
   4.894000         NaN         NaN         NaN           NaN             NaN
   4.894333         NaN         NaN         NaN           NaN             NaN
   4.894667         NaN         NaN         NaN           NaN             NaN
   4.895000         NaN         NaN         NaN           NaN             NaN
   4.895333         NaN         NaN         NaN           NaN             NaN
   4.895667         NaN         NaN         NaN           NaN             NaN
   4.896000         NaN         NaN         NaN           NaN             NaN
   4.896333         NaN         NaN         NaN           NaN             NaN
   4.896667         NaN         NaN         NaN           NaN             NaN
   4.897000         NaN         NaN         NaN           NaN             NaN
   4.897333         NaN         NaN         NaN           NaN             NaN
   4.897667         NaN         NaN         NaN           NaN             NaN
   4.898000         NaN         NaN         NaN           NaN             NaN
   4.898333         NaN         NaN         NaN           NaN             NaN
   4.898667         NaN         NaN         NaN           NaN             NaN
   4.899000         NaN         NaN         NaN           NaN             NaN
   4.899333         NaN         NaN         NaN           NaN             NaN
   4.899667         NaN         NaN         NaN           NaN             NaN
   4.900000         NaN         NaN         NaN           NaN             NaN
   4.900333         NaN         NaN         NaN           NaN             NaN
   4.900667         NaN         NaN         NaN           NaN             NaN
   4.901000         NaN         NaN         NaN           NaN             NaN
   4.901333         NaN         NaN         NaN           NaN             NaN
   4.901667         NaN         NaN         NaN           NaN             NaN
   4.902000         NaN         NaN         NaN           NaN             NaN
   4.902333         NaN         NaN         NaN           NaN             NaN
   4.902667         NaN         NaN         NaN           NaN             NaN
   4.903000         NaN         NaN         NaN           NaN             NaN
   4.903333         NaN         NaN         NaN           NaN             NaN
   4.903667         NaN         NaN         NaN           NaN             NaN
   4.904000         NaN         NaN         NaN           NaN             NaN
   4.904333         NaN         NaN         NaN           NaN             NaN
   4.904667         NaN         NaN         NaN           NaN             NaN
   4.905000         NaN         NaN         NaN           NaN             NaN
   4.905333         NaN         NaN         NaN           NaN             NaN
   4.905667         NaN         NaN         NaN           NaN             NaN
   4.906000         NaN         NaN         NaN           NaN             NaN
   4.906333         NaN         NaN         NaN           NaN             NaN
   4.906667         NaN         NaN         NaN           NaN             NaN
   4.907000         NaN         NaN         NaN           NaN             NaN
   4.907333         NaN         NaN         NaN           NaN             NaN
   4.907667         NaN         NaN         NaN           NaN             NaN
   4.908000         NaN         NaN         NaN           NaN             NaN
   4.908333         NaN         NaN         NaN           NaN             NaN
   4.908667         NaN         NaN         NaN           NaN             NaN
   4.909000         NaN         NaN         NaN           NaN             NaN
   4.909333         NaN         NaN         NaN           NaN             NaN
   4.909667         NaN         NaN         NaN           NaN             NaN
   4.910000         NaN         NaN         NaN           NaN             NaN
   4.910333         NaN         NaN         NaN           NaN             NaN
   4.910667         NaN         NaN         NaN           NaN             NaN
   4.911000         NaN         NaN         NaN           NaN             NaN
   4.911333         NaN         NaN         NaN           NaN             NaN
   4.911667         NaN         NaN         NaN           NaN             NaN
